 Date;Receipt_number;Shop;Product;Quantity;Price for unit
05.12.2024 16:49;uotAlQ7mt_k        ;Фора;АРТ.№ 917619 Хл450КулинДомашЗакв;1;28.50
05.12.2024 16:49;uotAlQ7mt_k        ;Фора;1.000         x          28.50 =                   28.50 А;АРТ,№;rnellis
05.12.2024 16:49;uotAlQ7mt_k        ;Фора;АРТ.№ 930258 Шок100МолCornellis;1;74.90
05.12.2024 16:49;uotAlQ7mt_k        ;Фора;1.000         x          74.90 =                   74.90 А;АРТ,№;mGalLif
05.12.2024 16:49;uotAlQ7mt_k        ;Фора;АРТ.№ 907933 Ц.70RoshYGumGalLife;2;18.90
05.12.2024 16:49;uotAlQ7mt_k        ;Фора;2.000         x          18.90 =                   37.80 А;АРТ,№;кладний
05.12.2024 16:49;uotAlQ7mt_k        ;Фора;АРТ.№ 890999 ПакетБіорозкладний;2;1.20
05.12.2024 16:49;uotAlQ7mt_k        ;Фора;2.000         x           1.20 =                    2.40 А;АРТ,№;КурОхГп
08.12.2024 16:30;REHUfqdYj0s        ;Треш;АРТ.№ 875349 Фарш500ГлобКурОхГп;2;95.90
08.12.2024 16:30;REHUfqdYj0s        ;Треш;2.000         x          95.90 =                  191.80 А;АРТ,№;аїнПучо
08.12.2024 16:30;REHUfqdYj0s        ;Треш;АРТ.№ 921589 Кріп70ЗелКраїнПучок;1;21.90
08.12.2024 16:30;REHUfqdYj0s        ;Треш;1.000         x          21.90 =                   21.90 А;АРТ,№;вМоцПал
08.12.2024 16:30;REHUfqdYj0s        ;Треш;АРТ.№ 848683 Сир180НовСівМоцПал45;1;69.99
08.12.2024 16:30;REHUfqdYj0s        ;Треш;1.000         x          69.99 =                   69.99 А;АРТ,№;ошик
08.12.2024 16:30;REHUfqdYj0s        ;Треш;АРТ.№ 340212 КівіШтГолдКошик;1;50.90
08.12.2024 16:30;REHUfqdYj0s        ;Треш;1.000         x          50.90 =                   50.90 А;АРТ,№;амБЛакП
08.12.2024 16:30;REHUfqdYj0s        ;Треш;АРТ.№ 922781 СирКгНСівФламБЛакП45;0.558;369.00
08.12.2024 16:30;REHUfqdYj0s        ;Треш;0.558         x         369.00 =                  205.90 А;АРТ,№;міяГран
08.12.2024 16:30;REHUfqdYj0s        ;Треш;АРТ.№ 320505 Часник15ПреміяГранул;2;17.69
08.12.2024 16:30;REHUfqdYj0s        ;Треш;2.000         x          17.69 =                   35.38 А;АРТ,№;вхлібСо
08.12.2024 16:30;REHUfqdYj0s        ;Треш;АРТ.№ 249962 Солом100КиївхлібСоло;2;14.89
08.12.2024 16:30;REHUfqdYj0s        ;Треш;2.000         x          14.89 =                   29.78 А;АРТ,№;инМініС
08.12.2024 16:30;REHUfqdYj0s        ;Треш;АРТ.№ 972101 Лав10*18КулинМініСир;1;29.99
08.12.2024 16:30;REHUfqdYj0s        ;Треш;1.000         x          29.99 =                   29.99 А;АРТ,№;ФораМал
11.12.2024 18:16;qH8quCvB_CA        ;Фора;АРТ.№ 889656 Пак30*55*50ФораМал;1;4.00
11.12.2024 18:16;qH8quCvB_CA        ;Фора;1.000         x           4.00 =                    4.00 А;АРТ,№;гущен8,
11.12.2024 18:16;qH8quCvB_CA        ;Фора;АРТ.№ 650794 Мол290ПМККЗгущен8,5%;1;42.90
11.12.2024 18:16;qH8quCvB_CA        ;Фора;1.000         x          42.90 =                   42.90 А;АРТ,№;hWholHa
11.12.2024 18:16;qH8quCvB_CA        ;Фора;АРТ.№ 947721 Шок90МолRoshWholHaz;2;46.90
11.12.2024 18:16;qH8quCvB_CA        ;Фора;2.000         x          46.90 =                   93.80 А;АРТ,№;вТр5%Ва
11.12.2024 18:16;qH8quCvB_CA        ;Фора;АРТ.№ 857555 Сир220PresТвТр5%Ван;1;59.90
11.12.2024 18:16;qH8quCvB_CA        ;Фора;1.000         x          59.90 =                   59.90 А;АРТ,№;аголд
11.12.2024 18:16;qH8quCvB_CA        ;Фора;АРТ.№ 96128 ЯблукоКгДжонаголд;0.814;34.90
11.12.2024 18:16;qH8quCvB_CA        ;Фора;0.814         x          34.90 =                   28.41 А;АРТ,№;
11.12.2024 18:16;qH8quCvB_CA        ;Фора;АРТ.№ 32551 МандаринКг;0.588;79.90
11.12.2024 18:16;qH8quCvB_CA        ;Фора;0.588         x          79.90 =                   46.98 А;АРТ,№;елКрСві
11.12.2024 18:16;qH8quCvB_CA        ;Фора;АРТ.№ 575959 Шампінь300ЗелКрСвіжі;2;59.90
11.12.2024 18:16;qH8quCvB_CA        ;Фора;2.000         x          59.90 =                  119.80 А;АРТ,№;ошик
11.12.2024 18:16;qH8quCvB_CA        ;Фора;АРТ.№ 340212 КівіШтГолдКошик;1;54.90
11.12.2024 18:16;qH8quCvB_CA        ;Фора;1.000         x          54.90 =                   54.90 А;АРТ,№;adyToEa
11.12.2024 18:16;qH8quCvB_CA        ;Фора;АРТ.№ 538208 АвокадоШтReadyToEat;1;67.90
11.12.2024 18:16;qH8quCvB_CA        ;Фора;1.000         x          67.90 =                   67.90 А;АРТ,№;angaТрі
11.12.2024 18:16;qH8quCvB_CA        ;Фора;АРТ.№ 943467 Печінка121BangaТріск;1;99.90
11.12.2024 18:16;qH8quCvB_CA        ;Фора;1.000         x          99.90 =                   99.90 А;АРТ,№;МініКла
11.12.2024 18:16;qH8quCvB_CA        ;Фора;АРТ.№ 972103 Лав10*18КулМініКлас;1;31.90
11.12.2024 18:16;qH8quCvB_CA        ;Фора;1.000         x          31.90 =                   31.90 А;АРТ,№;15Добри
11.12.2024 18:16;qH8quCvB_CA        ;Фора;АРТ.№ 455912 РозпушТіста15Добрик;4;5.99
11.12.2024 18:16;qH8quCvB_CA        ;Фора;4.000         x           5.99 =                   23.96 А;АРТ,№;кладний
11.12.2024 18:16;qH8quCvB_CA        ;Фора;АРТ.№ 890999 ПакетБіорозкладний;2;1.20
11.12.2024 18:16;qH8quCvB_CA        ;Фора;2.000         x           1.20 =                    2.40 А;АРТ,№;КавиПрМ
12.12.2024 13:00;1g_SrOu-LFA ;Фора;АРТ.№ 686029 Печ185RoshДКавиПрМол;1;20.90
12.12.2024 13:00;1g_SrOu-LFA ;Фора;1.000         x          20.90 =                   20.90 А;АРТ,№;орБезл1
12.12.2024 13:00;1g_SrOu-LFA ;Фора;АРТ.№ 919637 Смет300НаЗдорБезл15%;2;59.90
12.12.2024 13:00;1g_SrOu-LFA ;Фора;2.000         x          59.90 =                  119.80 А;АРТ,№;вхлСоло
12.12.2024 13:00;1g_SrOu-LFA ;Фора;АРТ.№ 746480 Солом200КиївхлСолод;1;29.90
12.12.2024 13:00;1g_SrOu-LFA ;Фора;1.000         x          29.90 =                   29.90 А;АРТ,№;вхлібСо
12.12.2024 13:00;1g_SrOu-LFA ;Фора;АРТ.№ 249962 Солом100КиївхлібСоло;2;14.90
12.12.2024 13:00;1g_SrOu-LFA ;Фора;2.000         x          14.90 =                   29.80 А;АРТ,№;
12.12.2024 13:00;1g_SrOu-LFA ;Фора;АРТ.№ 638804 Ш.42БатNuts;1;32.30
12.12.2024 13:00;1g_SrOu-LFA ;Фора;1.000         x          32.30 =                   32.30 А;АРТ,№;Шокол62
12.12.2024 13:00;1g_SrOu-LFA ;Фора;АРТ.№ 840586 Масл180ФермШокол62.5;1;114.00
12.12.2024 13:00;1g_SrOu-LFA ;Фора;1.000         x         114.00 =                  114.00 А;АРТ,№;
12.12.2024 13:00;1g_SrOu-LFA ;Фора;АРТ.№ 29058 Ш.50KinderT4;1;40.40
12.12.2024 13:00;1g_SrOu-LFA ;Фора;1.000         x          40.40 =                   40.40 А;АРТ,№; Kinder
14.12.2024 15:13;118023;АТБ;АРТ.№ 852 Батончик 100 г Kinder Chocolate Т8 с молочним на;1;75.30
14.12.2024 15:13;118023;АТБ;1.000         x          75.30 =                   75.30 А;АРТ,№;0 шт Св
14.12.2024 15:13;118023;АТБ;АРТ.№ 655 Диски ватні 120 шт Своя Лінія косметичні м/уп;1;32.90
14.12.2024 15:13;118023;АТБ;1.000         x          32.90 =                   32.90 А;АРТ,№; шт Сво
14.12.2024 15:13;118023;АТБ;АРТ.№ 853 Яйце куряче 10 шт Своя лінія вища категорія фас;1;71.30
14.12.2024 15:13;118023;АТБ;1.000         x          71.30 =                   71.30 А;АРТ,№;estle N
14.12.2024 15:13;118023;АТБ;АРТ.№ 854 Цукерка 42 г Nestle Nuts м/уп;1;32.70
14.12.2024 15:13;118023;АТБ;1.000         x          32.70 =                   32.70 А;АРТ,№; 14г Ор
14.12.2024 15:13;118023;АТБ;АРТ.№ 271 Жувальна гумка 14г Орбіт White Малина-гранат м/у;1;17.90
14.12.2024 15:13;118023;АТБ;1.000         x          17.90 =                   17.90 А;АРТ,№;ня соль
14.12.2024 15:13;118023;АТБ;АРТ.№ 855 Елемент живлення сольовий 1,5V R03 AAA 4 шт м/уп;1;26.80
14.12.2024 15:13;118023;АТБ;1.000         x          26.80 =                   26.80 А;АРТ,№; для гp
14.12.2024 15:13;118023;АТБ;АРТ.№ 739 Кoвбaски 0,5кг для гpиля Глoбинo Часникові oхoлo;1;93.80
14.12.2024 15:13;118023;АТБ;1.000         x          93.80 =                   93.80 А;АРТ,№;
16.12.2024 16:55;Y-d-rGLxEXw ;Фора;АРТ.№ 32485 БананКг;1.054;56.90
16.12.2024 16:55;Y-d-rGLxEXw ;Фора;1.054         x          56.90 =                   59.97 А;АРТ,№;Екстр82
16.12.2024 16:55;Y-d-rGLxEXw ;Фора;АРТ.№ 871874 Масл180БілоЕкстр82%;2;92.90
16.12.2024 16:55;Y-d-rGLxEXw ;Фора;2.000         x          92.90 =                  185.80 А;АРТ,№;Лакт82,
16.12.2024 16:55;Y-d-rGLxEXw ;Фора;АРТ.№ 935468 Мас180ЯготБЛакт82,5%;1;122.00
16.12.2024 16:55;Y-d-rGLxEXw ;Фора;1.000         x         122.00 =                  122.00 А;АРТ,№;рокПшен
16.12.2024 16:55;Y-d-rGLxEXw ;Фора;АРТ.№ 97371 Борошно1ХуторокПшен;1;24.90
16.12.2024 16:55;Y-d-rGLxEXw ;Фора;1.000         x          24.90 =                   24.90 А;АРТ,№;нячі
16.12.2024 16:55;Y-d-rGLxEXw ;Фора;АРТ.№ 496788 Черева10Свинячі;1;68.29
16.12.2024 16:55;Y-d-rGLxEXw ;Фора;1.000         x          68.29 =                   68.29 А;АРТ,№;омашЗак
16.12.2024 16:55;Y-d-rGLxEXw ;Фора;АРТ.№ 917619 Хл450КулинДомашЗакв;1;32.90
16.12.2024 16:55;Y-d-rGLxEXw ;Фора;1.000         x          32.90 =                   32.90 А;АРТ,№;УлБ/Лак
16.12.2024 16:55;Y-d-rGLxEXw ;Фора;АРТ.№ 778675 Верш200НаЗдУлБ/Лак10;1;34.90
16.12.2024 16:55;Y-d-rGLxEXw ;Фора;1.000         x          34.90 =                   34.90 А;АРТ,№;орБезл1
16.12.2024 16:55;Y-d-rGLxEXw ;Фора;АРТ.№ 919637 Смет300НаЗдорБезл15%;1;59.90
16.12.2024 16:55;Y-d-rGLxEXw ;Фора;1.000         x          59.90 =                   59.90 А;АРТ,№;МініКла
16.12.2024 16:55;Y-d-rGLxEXw ;Фора;АРТ.№ 972103 Лав10*18КулМініКлас;1;31.90
16.12.2024 16:55;Y-d-rGLxEXw ;Фора;1.000         x          31.90 =                   31.90 А;АРТ,№;hWholHa
16.12.2024 16:55;Y-d-rGLxEXw ;Фора;АРТ.№ 947721 Шок90МолRoshWholHaz;1;46.90
16.12.2024 16:55;Y-d-rGLxEXw ;Фора;1.000         x          46.90 =                   46.90 А;АРТ,№;enBrut8
16.12.2024 16:55;Y-d-rGLxEXw ;Фора;АРТ.№ 861862 Ш.85ЧорRoshenBrut80%;1;49.90
16.12.2024 16:55;Y-d-rGLxEXw ;Фора;1.000         x          49.90 =                   49.90 А;АРТ,№;вхСтудП
16.12.2024 16:55;Y-d-rGLxEXw ;Фора;АРТ.№ 929284 Рогал300КиївхСтудПос;1;27.50
16.12.2024 16:55;Y-d-rGLxEXw ;Фора;1.000         x          27.50 =                   27.50 А;АРТ,№;ки
16.12.2024 16:55;Y-d-rGLxEXw ;Фора;АРТ.№ 17690 КарКгRoshРачки;0.244;174.00
16.12.2024 16:55;Y-d-rGLxEXw ;Фора;0.244         x         174.00 =                   42.46 А;АРТ,№;лотЛілі
16.12.2024 16:55;Y-d-rGLxEXw ;Фора;АРТ.№ 838433 Ц.КгKontiЗолотЛілія;0.152;179.00
16.12.2024 16:55;Y-d-rGLxEXw ;Фора;0.152         x         179.00 =                   27.21 А;АРТ,№;кладний
16.12.2024 16:55;Y-d-rGLxEXw ;Фора;АРТ.№ 890999 ПакетБіорозкладний;1;1.20
16.12.2024 16:55;Y-d-rGLxEXw ;Фора;1.000         x           1.20 =                    1.20 А;АРТ,№;!18кг
18.12.2024 16:43;OQUrOAmQStk;Треш;АРТ.№ 954026 ПакетThrash!18кг;1;5.99
18.12.2024 16:43;OQUrOAmQStk;Треш;1.000         x           5.99 =                    5.99 А;АРТ,№;бСвАпОх
18.12.2024 16:43;OQUrOAmQStk;Треш;АРТ.№ 875347 Ескал700ГлобСвАпОхГп;2;169.00
18.12.2024 16:43;OQUrOAmQStk;Треш;2.000         x         169.00 =                  338.00 А;АРТ,№;КурОхГп
18.12.2024 16:43;OQUrOAmQStk;Треш;АРТ.№ 875349 Фарш500ГлобКурОхГп;2;95.90
18.12.2024 16:43;OQUrOAmQStk;Треш;2.000         x          95.90 =                  191.80 А;АРТ,№;Екстр82
18.12.2024 16:43;OQUrOAmQStk;Треш;АРТ.№ 871874 Масл180БілоЕкстр82%;2;77.99
18.12.2024 16:43;OQUrOAmQStk;Треш;2.000         x          77.99 =                  155.98 А;АРТ,№;амБЛакП
18.12.2024 16:43;OQUrOAmQStk;Треш;АРТ.№ 922781 СирКгНСівФламБЛакП45;0.738;369.00
18.12.2024 16:43;OQUrOAmQStk;Треш;0.738         x         369.00 =                  272.32 А;АРТ,№;очкаС1
18.12.2024 16:43;OQUrOAmQStk;Треш;АРТ.№ 452276 Яйця10КурКвочкаС1;1;68.90
18.12.2024 16:43;OQUrOAmQStk;Треш;1.000         x          68.90 =                   68.90 А;АРТ,№;
18.12.2024 16:43;OQUrOAmQStk;Треш;АРТ.№ 32507 КівіШтКошик;1;69.00
18.12.2024 16:43;OQUrOAmQStk;Треш;1.000         x          69.00 =                   69.00 А;АРТ,№;кладний
18.12.2024 16:43;OQUrOAmQStk;Треш;АРТ.№ 890999 ПакетБіорозкладний;1;1.20
18.12.2024 16:43;OQUrOAmQStk;Треш;1.000         x           1.20 =                    1.20 А;АРТ,№;
18.12.2024 16:43;OQUrOAmQStk;Треш;АРТ.№ 34650 МоркваКг;1.336;24.90
18.12.2024 16:43;OQUrOAmQStk;Треш;1.336         x          24.90 =                   33.27 А;АРТ,№;ПечВ/гП
18.12.2024 16:43;OQUrOAmQStk;Треш;АРТ.№ 454667 Пашт120АланПечВ/гП/а;1;26.90
18.12.2024 16:43;OQUrOAmQStk;Треш;1.000         x          26.90 =                   26.90 А;АРТ,№;ссСтигл
18.12.2024 16:43;OQUrOAmQStk;Треш;АРТ.№ 838137 АвокадоШтХассСтиглий;1;49.90
18.12.2024 16:43;OQUrOAmQStk;Треш;1.000         x          49.90 =                   49.90 А;АРТ,№;аїнПучо
18.12.2024 16:43;OQUrOAmQStk;Треш;АРТ.№ 921589 Кріп70ЗелКраїнПучок;1;12.90
18.12.2024 16:43;OQUrOAmQStk;Треш;1.000         x          12.90 =                   12.90 А;АРТ,№;Korivka
18.12.2024 16:43;OQUrOAmQStk;Треш;АРТ.№ 687058 Ц.205RoshenKorivka;1;43.19
18.12.2024 16:43;OQUrOAmQStk;Треш;1.000         x          43.19 =                   43.19 А;АРТ,№;вхлібСо
18.12.2024 16:43;OQUrOAmQStk;Треш;АРТ.№ 249962 Солом100КиївхлібСоло;2;14.89
18.12.2024 16:43;OQUrOAmQStk;Треш;2.000         x          14.89 =                   29.78 А;АРТ,№;tКукКок
18.12.2024 16:43;OQUrOAmQStk;Треш;АРТ.№ 800304 Печ160BiscotКукКокос;1;33.49
18.12.2024 16:43;OQUrOAmQStk;Треш;1.000         x          33.49 =                   33.49 А;АРТ,№;NovCrMi
18.12.2024 16:43;OQUrOAmQStk;Треш;АРТ.№ 923546 Мил100RoyalNovCrMilk;1;39.99
18.12.2024 16:43;OQUrOAmQStk;Треш;1.000         x          39.99 =                   39.99 А;АРТ,№;!12кг
20.12.2024 19:18;2acIRq3wfW4        ;Треш;АРТ.№ 954025 ПакетThrash!12кг;1;4.29
20.12.2024 19:18;2acIRq3wfW4        ;Треш;1.000         x           4.29 =                    4.29 А;АРТ,№;атЛегСи
20.12.2024 19:18;2acIRq3wfW4        ;Треш;АРТ.№ 266448 Анан565ПрШматЛегСир;2;56.90
20.12.2024 19:18;2acIRq3wfW4        ;Треш;2.000         x          56.90 =                  113.80 А;АРТ,№;ДодатМо
20.12.2024 19:18;2acIRq3wfW4        ;Треш;АРТ.№ 581713 Ш.90MilkБезДодатМол;1;48.99
20.12.2024 19:18;2acIRq3wfW4        ;Треш;1.000         x          48.99 =                   48.99 А;АРТ,№;GNМигдК
20.12.2024 19:18;2acIRq3wfW4        ;Треш;АРТ.№ 876018 Ш.100МолMilGNМигдКур;2;46.99
20.12.2024 19:18;2acIRq3wfW4        ;Треш;2.000         x          46.99 =                   93.98 А;АРТ,№;&FЯблЕд
20.12.2024 19:18;2acIRq3wfW4        ;Треш;АРТ.№ 894058 З-б500ДПосW&FЯблЕдВ*;1;24.99
20.12.2024 19:18;2acIRq3wfW4        ;Треш;1.000         x          24.99 =                   24.99 А;АРТ,№;вхлібСо
20.12.2024 19:18;2acIRq3wfW4        ;Треш;АРТ.№ 249962 Солом100КиївхлібСоло;2;14.89
20.12.2024 19:18;2acIRq3wfW4        ;Треш;2.000         x          14.89 =                   29.78 А;АРТ,№;инМініЦ
20.12.2024 19:18;2acIRq3wfW4        ;Треш;АРТ.№ 972102 Лав10*18КулинМініЦіл;1;29.99
20.12.2024 19:18;2acIRq3wfW4        ;Треш;1.000         x          29.99 =                   29.99 А;АРТ,№;вроп72%
20.12.2024 19:18;2acIRq3wfW4        ;Треш;АРТ.№ 719788 М-з300ТорчЄвроп72%;1;34.99
20.12.2024 19:18;2acIRq3wfW4        ;Треш;1.000         x          34.99 =                   34.99 А;АРТ,№;мо соло
21.12.2024 12:31;99553;АТБ;АРТ.№ 606 Масло 180 г Комо солодковершкове безлактозне 73%;1;97.70
21.12.2024 12:31;99553;АТБ;1.000         x          97.70 =                   97.70 А;АРТ,№;мо соло
21.12.2024 12:31;99553;АТБ;АРТ.№ 606 Масло 180 г Комо солодковершкове безлактозне 73%;1;97.70
21.12.2024 12:31;99553;АТБ;1.000         x          97.70 =                   97.70 А;АРТ,№; шт Це-
21.12.2024 12:31;99553;АТБ;АРТ.№ 607 Яйце куряче 10 шт Це-яйце! Полтавське вища катег;1;67.60
21.12.2024 12:31;99553;АТБ;1.000         x          67.60 =                   67.60 А;АРТ,№;ний 180
21.12.2024 12:31;99553;АТБ;АРТ.№ 106 Сир кисломолочний 180 г Білоцерківський 5% еколі;1;39.90
21.12.2024 12:31;99553;АТБ;1.000         x          39.90 =                   39.90 А;АРТ,№;ний пап
21.12.2024 12:31;99553;АТБ;АРТ.№ 608 Вологий туалетний папір 50 шт Своя лінія алое/Ki;1;43.50
21.12.2024 12:31;99553;АТБ;1.000         x          43.50 =                   43.50 А;АРТ,№;Київхлі
21.12.2024 12:31;99553;АТБ;АРТ.№ 609 Булочки 250 г Київхліб Малятко 1г п/ет;1;19.90
21.12.2024 12:31;99553;АТБ;1.000         x          19.90 =                   19.90 А;АРТ,№;Київхлі
21.12.2024 12:31;99553;АТБ;АРТ.№ 609 Булочки 250 г Київхліб Малятко 1г п/ет;1;19.90
21.12.2024 12:31;99553;АТБ;1.000         x          19.90 =                   19.90 А;АРТ,№;омашЗак
21.12.2024 12:43;OFwctBNAFWU        ;ФОРА;АРТ.№ 917619 Хл450КулинДомашЗакв;1;32.90
21.12.2024 12:43;OFwctBNAFWU        ;ФОРА;1.000         x          32.90 =                   32.90 А;АРТ,№;
21.12.2024 12:43;OFwctBNAFWU        ;ФОРА;АРТ.№ 32485 БананКг;1.24;59.90
21.12.2024 12:43;OFwctBNAFWU        ;ФОРА;1.240         x          59.90 =                   74.28 А;АРТ,№;ФораСер
21.12.2024 12:43;OFwctBNAFWU        ;ФОРА;АРТ.№ 889654 Пак37*60*50ФораСеред;1;5.00
21.12.2024 12:43;OFwctBNAFWU        ;ФОРА;1.000         x           5.00 =                    5.00 А;АРТ,№;kornaКл
21.12.2024 12:43;OFwctBNAFWU        ;ФОРА;АРТ.№ 583864 Корж90ВафLekornaКлас;1;44.90
21.12.2024 12:43;OFwctBNAFWU        ;ФОРА;1.000         x          44.90 =                   44.90 А;АРТ,№;орБезл1
21.12.2024 12:43;OFwctBNAFWU        ;ФОРА;АРТ.№ 919637 Смет300НаЗдорБезл15%;2;59.90
21.12.2024 12:43;OFwctBNAFWU        ;ФОРА;2.000         x          59.90 =                  119.80 А;АРТ,№;
21.12.2024 12:43;OFwctBNAFWU        ;ФОРА;АРТ.№ 638804 Ш.42БатNuts;1;22.90
21.12.2024 12:43;OFwctBNAFWU        ;ФОРА;1.000         x          22.90 =                   22.90 А;АРТ,№;ятСоусB
21.12.2024 12:43;OFwctBNAFWU        ;ФОРА;АРТ.№ 959175 Роллін90ТелятСоусBBQ;1;27.70
21.12.2024 12:43;OFwctBNAFWU        ;ФОРА;1.000         x          27.70 =                   27.70 А;АРТ,№;КСгущ8,
21.12.2024 12:43;OFwctBNAFWU        ;ФОРА;АРТ.№ 584230 Мол370ПерМККСгущ8,5%;1;54.90
21.12.2024 12:43;OFwctBNAFWU        ;ФОРА;1.000         x          54.90 =                   54.90 А;АРТ,№;рКурОхМ
23.12.2024 15:02;i3vMIBvZDd4        ;Траш;АРТ.№ 750297 ФілеКгЕпікурКурОхМ/л;0.82;189.00
23.12.2024 15:02;i3vMIBvZDd4        ;Траш;0.820         x         189.00 =                  154.98 А;АРТ,№;СПан2шП
23.12.2024 15:02;i3vMIBvZDd4        ;Траш;АРТ.№ 865728 Серв150КосмСПан2шП/е;3;34.99
23.12.2024 15:02;i3vMIBvZDd4        ;Траш;3.000         x          34.99 =                  104.97 А;АРТ,№;!18кг
23.12.2024 15:02;i3vMIBvZDd4        ;Траш;АРТ.№ 954026 ПакетThrash!18кг;1;5.99
23.12.2024 15:02;i3vMIBvZDd4        ;Траш;1.000         x           5.99 =                    5.99 А;АРТ,№;очкаС1
23.12.2024 15:02;i3vMIBvZDd4        ;Траш;АРТ.№ 452276 Яйця10КурКвочкаС1;1;64.90
23.12.2024 15:02;i3vMIBvZDd4        ;Траш;1.000         x          64.90 =                   64.90 А;АРТ,№;вхлібСо
23.12.2024 15:02;i3vMIBvZDd4        ;Траш;АРТ.№ 249962 Солом100КиївхлібСоло;5;14.89
23.12.2024 15:02;i3vMIBvZDd4        ;Траш;5.000         x          14.89 =                   74.45 А;АРТ,№;delОриг
23.12.2024 15:02;i3vMIBvZDd4        ;Траш;АРТ.№ 429180 Сир175PhiladelОригин;1;99.00
23.12.2024 15:02;i3vMIBvZDd4        ;Траш;1.000         x          99.00 =                   99.00 А;АРТ,№;
23.12.2024 15:02;i3vMIBvZDd4        ;Траш;АРТ.№ 638804 Ш.42БатNuts;1;31.49
23.12.2024 15:02;i3vMIBvZDd4        ;Траш;1.000         x          31.49 =                   31.49 А;АРТ,№;инМініС
23.12.2024 15:02;i3vMIBvZDd4        ;Траш;АРТ.№ 972101 Лав10*18КулинМініСир;1;29.99
23.12.2024 15:02;i3vMIBvZDd4        ;Траш;1.000         x          29.99 =                   29.99 А;АРТ,№;ссСтигл
23.12.2024 15:02;i3vMIBvZDd4        ;Траш;АРТ.№ 838137 АвокадоШтХассСтиглий;3;39.90
23.12.2024 15:02;i3vMIBvZDd4        ;Траш;3.000         x          39.90 =                  119.70 А;АРТ,№;жРукШпи
23.12.2024 15:32;phyVeMAwUoI        ;Фора;АРТ.№ 916034 Сал75ПучСвіжРукШпин;1;64.90
23.12.2024 15:32;phyVeMAwUoI        ;Фора;1.000         x          64.90 =                   64.90 А;АРТ,№;СвятМик
23.12.2024 15:32;phyVeMAwUoI        ;Фора;АРТ.№ 969416 Фіг60RoshenСвятМик;3;49.70
